videoId,timestamp,comments_1,likes_1,views_1,comments_2,likes_2,views_2,comments_3,likes_3,views_3,comments_4,likes_4,views_4,comments_5,likes_5,views_5,comments_6,likes_6,views_6,comments_7,likes_7,views_7,comments_8,likes_8,views_8,comments_9,likes_9,views_9,comments_10,likes_10,views_10,comments_11,likes_11,views_11,comments_12,likes_12,views_12,comments_13,likes_13,views_13,comments_14,likes_14,views_14,comments_15,likes_15,views_15,comments_16,likes_16,views_16,comments_17,likes_17,views_17,comments_18,likes_18,views_18,comments_19,likes_19,views_19,comments_20,likes_20,views_20,comments_21,likes_21,views_21,comments_22,likes_22,views_22,comments_23,likes_23,views_23,comments_24,likes_24,views_24,views_192
fWcSBWadolA,1559419877,"125448,0","425844,52173913043","470904,0","761977,615498155","1674989,1425661915","2458687,15990991","3153744,6244305237","3763254,241136671","4249689,097002725","4642927,117448721","4964113,67018113","5283513,137103449","5617636,058331007","5835324,034894687","6125845,510597303","6453180,440048251","6604490,271819738","6752693,269424461","6901414,113827764","7074289,019241341","7270327,112053301","7472051,5370201925","7693280,89010989","7884900,288741478","7995128,5766081875","7997513,308058124","8053859,372078908","8194601,5872","8550431,51787112","8999126,286615076","9241865,572236504","9527992,050317943","9751183,396882828","9848826,722546728","9956563,846316906","10040017,541831618","10123860,460888525","10193249,942668136","10277993,323064113","10312175,0","10340321,228442281","10302660,650299402","10234983,18953324","10273988,253065484","10306225,893920848","10333746,159555668","10371673,804274466","10417220,935279537","10462271,477655252","10507357,724435776","10555788,485376662","10607520,977403633","10662650,869701726","10720535,126022913","10764071,545560475","10801073,320574163","10835631,2069161","10869528,32725061","10901607,01377605","10931269,160633484","10958307,514074074","10979336,847407408","11000221,833569204","11017985,100383982","11028887,213672848","11038020,679704595","11050443,546870574","11061835,747572815","11074506,08626198","11089936,191000704","11105609,427040111","11123105,829499712","24333,85762549135"
AA-VpIj8F5Y,1559854073,"472119,0","472119,0","623331,0534452297","1251926,1947879859","2905777,8458161866","4015635,423622477","4826130,653433788","5358323,219206681","5934464,468364831","6543942,482120213","7135566,829064164","7596280,597581089","7941327,035317019","8233566,467525773","8676216,158247422","8855959,852166524","8973483,56098948","9116325,303919025","9322361,130792432","9489654,121511135","9644981,159893049","9927362,14593698","10242939,50737302","10578156,770083103","10904152,050828097","11176258,976476878","11431442,328926066","11656223,218165359","11870221,765191091","12067618,646876613","12240212,033827893","12400365,361340206","12523756,89169578","12654510,130072562","12764254,676495366","12879835,976835055","12973001,425","13068453,041490262","13225590,03807947","13306301,13483146","13360140,56219446","13447552,51222162","13522045,392766317","13621781,95590921","13721072,4","13825956,181615598","13936855,214413341","14083329,22598571","14242789,333422892","14414794,630916553","14616130,820271393","14825183,649496403","15015148,091603054","15194045,841796301","15365366,909880565","15524829,196220122","15687377,522813689","15844990,23724561","15976252,4511041","16106121,14933946","16190595,923589002","16296654,379575597","16411882,405419908","16483668,864137087","16550967,009854771","16621267,48217636","16700872,735459663","16795529,38346667","16881983,03432624","16964410,057236303","17097971,97720878","17206948,0315534","45012,062674177454"
RCvnytndd9c,1560026484,"450608,0","450608,0","646235,8775167785","2001771,155549405","3588698,955666786","4957899,917235495","5968866,017350592","6776887,913411636","7492765,168341027","8200372,759599332","8764193,301158302","9302349,560311284","9641703,202545656","10045148,587533874","10535827,952302292","10751793,75862069","10975140,882978724","11189226,341237394","11434088,926515786","11653879,615259299","11883028,726088163","12114516,807219032","12486538,144845214","12784820,156277437","13125776,199275363","13396524,96816833","13553082,91388219","13757315,598307615","13923128,245508982","14070823,316144079","14194612,5","14306501,10443623","14438445,8426238","14561077,3356974","14647560,980318379","14759851,713939067","14833688,900578642","14934480,378748028","14974979,049225664","15013315,677907974","15041923,750794109","15070408,013017444","15108828,029634507","15143481,078154076","15183553,504167438","15228121,757547693","15292264,966391038","15365945,341192788","15460042,28280543","15557553,820158103","15656247,380888516","15763471,253478626","15875010,72646104","15968414,94724026","16045595,114789687","16116296,770149253","16184746,39319092","16248541,613440711","16311895,066045066","16367499,735729966","16416710,054764025","16489009,78762244","16515185,327371696","16533032,582150102","16548226,092611862","16563181,110944077","16582582,104879161","16607090,996808026","16635841,152086137","16675389,590600653","16715816,532043226","16761798,034833869","62380,447142484096"
2eFSU7TFOnk,1560458550,"472455,0","472455,0","592085,5304820859","856138,2035265429","2802636,65154467","4294079,155913979","5548444,962365592","6397686,492455418","6943012,742588369","7554324,894694534","8059457,03137146","8509390,060732113","8963320,180093484","9343069,3960827","9969581,769570012","10208896,341655359","10357401,65625","10508504,900578354","10723628,591719221","10959075,261759823","11181255,12039312","11410578,460767947","11766265,85971125","12156764,76753208","12508183,440948943","12788075,709236031","13065370,733718487","13321363,943108704","13535867,274556924","13728946,402139038","13888086,004010312","14004240,569536423","14112081,669905532","14256699,365108384","14370850,867919862","14476326,504823152","14579187,433931485","14677899,551997732","14816219,240424937","14876260,34096484","14927571,855494663","14969157,254456213","15020056,861149298","15068508,058129739","15121833,500673672","15174751,513945471","15244923,950985346","15310423,47858473","15406983,573941045","15512798,780253878","15598372,8214998","15692655,629637016","15782033,379200464","15867913,937592868","15925722,862669246","15982365,824094402","16050308,561998447","16103618,144104803","16168339,541484715","16225092,8816","16257402,808268424","16294734,559896352","16339722,73941546","16368521,7759979","16390135,956670169","16415431,743455498","16437098,654450262","16459254,934131736","16490802,432529043","16524051,776455026","16562909,534102833","16604766,040117009","56083,19270982092"
n6qc4LHN2KQ,1560630989,"497042,0","497042,0","584895,4478134111","1561345,687396808","3110141,567528736","4164263,981321839","5053675,514066496","5814533,210652463","6520881,748862603","7040481,9029465625","7572175,593640752","7992807,731231231","8347076,988235294","8681524,274412856","9153368,27935723","9429617,933980582","9668203,115189496","9929031,911508951","10170291,413001912","10404360,83071749","10688782,784806704","11025924,73874927","11406328,349504434","11773908,426229509","12142965,756762424","12388197,717257002","12651004,389415156","12876787,214201184","13103278,379291251","13290660,287335092","13456661,920420825","13612528,255768478","13766762,280015644","13909227,685357427","14051098,475928472","14175927,417335918","14279010,345573584","14387251,657142857","14476078,350957854","14535070,979327317","14581846,762756357","14620308,971260997","14677968,304706195","14721471,258777993","14775324,471428571","14836593,236703683","14915518,678301338","15004263,92736296","15097303,584480036","15173227,451972555","15246374,04054054","15337222,328810623","15411339,969463196","15471018,936383704","15526531,067157835","15570949,742105262","15614211,203313254","15658686,504518073","15702699,910894418","15730941,102379773","15759355,081186572","15799231,026355803","15834812,696138997","15848995,167181468","15862194,716666667","15877927,013722127","15895840,16505302","15918206,850323625","15941234,94618834","15967422,928251121","15991071,695102686","16023541,559710795","60992,17926799507"
Rmf6T_Ewt38,1561149995,"454984,0","454984,0","454984,0","814703,2934032569","1860634,87289885","2863201,08984375","3653105,955287818","4233422,10594947","4770497,323858978","5257051,593767546","5708661,0532763535","6101489,030041724","6417995,3263327945","6812389,422809457","7277100,910146531","7490198,348898678","7611215,170915713","7741030,837514253","7886354,341675734","8060367,6888764985","8207340,320299023","8365962,912117177","8592740,624407914","8822087,455761025","9075600,596185936","9344635,765571915","9545102,630979499","9765018,46869806","9987440,066666666","10128469,960963951","10226421,413395554","10320600,70035983","10418231,316734498","10501177,268817205","10620047,676082863","10750423,81485053","10828832,913201228","10948028,025228722","11064884,512224939","11162317,845644692","11219056,437568158","11302397,40894713","11372536,858530661","11449677,202407002","11539913,05186722","11634989,888746476","11766302,190214403","11912594,988455195","12062191,044885946","12231541,66026821","12331889,811037792","12439265,02670227","12513954,681368137","12585012,922214897","12676300,853984768","12770908,682371506","12866205,616546439","12944899,217005908","13041197,190072337","13110840,632653061","13166836,873759648","13218433,29281768","13286361,940096952","13317762,047873922","13338218,169466298","13370073,921114182","13418598,903752038","13467754,44198283","13510855,768115941","13554413,887221016","13606509,884583449","13654695,814009663","54184,40567898947"
6wsFjjhZPJI,1562100504,"484247,0","484247,0","488008,49539492046","1531210,4667036626","2760722,154902499","4129851,295248558","5015194,761202496","5754372,499333155","6420689,383835689","6970435,135593221","7517421,00165426","8019190,820874471","8473340,837375965","8903782,673889492","9234266,96424702","9453385,503732376","9582993,219498761","9771201,85915493","9959732,023076924","10207361,367531003","10397483,566016713","10724101,511003757","11100367,21148685","11506424,758096311","11905287,78422782","12276809,905070422","12610192,328160271","12913651,720063442","13139132,766851705","13353635,369378736","13537578,805822719","13696829,029850746","13827140,970149254","13981859,495705182","14118103,61984773","14247434,25781045","14364446,386988943","14531257,18668038","14580091,773399014","14635233,553257497","14681838,103412617","14741654,994053518","14817290,672943508","14905656,205326231","15015683,628778718","15112613,977560977","15240380,611707317","15376958,244322436","15519246,739455951","15634312,78565255","15751007,342719227","15850892,859447831","15922753,649158802","16020150,12022979","16086914,691732284","16142579,752380952","16193758,702934861","16251678,386153847","16315114,078461539","16361658,392874109","16412053,262232779","16509858,47797834","16559814,001444044","16590393,713261649","16610321,823860727","16655208,444293479","16695752,46603261","16740853,966676","16776094,525751634","16826527,13337038","16901991,54377662","16963077,154724523","97069,11427336925"
UtnsWzaoRtg,1562964500,"499540,0","499540,0","499973,0300477394","593783,8938053098","1638031,9124929656","2528039,7767390707","3070722,215962441","3412127,398630137","3922444,6589041096","4316409,525569761","4665574,715981231","4963375,8980875695","5208466,688223452","5451232,410514846","5827637,858621629","5930804,628956785","5989560,418055556","6118201,762032885","6289635,7410217505","6448044,845725847","6590140,950248756","6758652,199489941","7001703,745945946","7271836,723592369","7471151,753838995","7715285,039582188","7972207,084661902","8187174,830050647","8407725,04686704","8608697,722874422","8790397,901916573","8921172,947353682","9090163,072637903","9241589,178590935","9380485,191373192","9510857,672229823","9608245,798084816","9705135,571264036","9829190,726549644","9864115,719484882","9889651,855395155","9965472,946660142","10055090,419016032","10119786,516756756","10217223,922162162","10288921,302925989","10362677,48684534","10435209,650335224","10525020,56526946","10624572,078880407","10708729,454545455","10729863,556348803","10844401,751147375","10899016,735975439","10976097,4797239","11034757,074380165","11091244,485658726","11152847,284493284","11207516,56899147","11257565,169611307","11304570,923127608","11354006,28442785","11374042,23008399","11417100,20921354","11444641,950080516","11464107,745542949","11480980,024576474","11506823,995875722","11530181,396205664","11559535,41452889","11588510,624310717","11623901,15229055",
ws694xrKopA,1563655616,"479352,0","479352,0","483641,88961222756","883394,7007260016","1407184,5367034147","1705071,1888053466","1892595,6142616507","2230913,6118546845","2510202,9304691916","2807180,367751479","3036786,2223360655","3308988,2715163934","3528272,049756625","3689454,3104380746","3873331,0292072324","3941032,896551724","4004653,5862068967","4120894,187865886","4330092,697711549","4441247,433596945","4548531,753204254","4665471,585888738","4796758,106128947","4937297,559564872","5094478,1765028825","5241099,100595238","5394561,507729303","5516228,121046892","5614624,718647764","5709663,960431655","5840745,905925926","5966710,946285316","6064101,096774193","6168131,80974478","6271924,493424257","6383734,665480427","6468110,466192171","6563665,7970395675","6629077,527657267","6672954,812784167","6706117,369617545","6732939,948164752","6779897,801209572","6830518,055073331","6892234,618690655","6944942,864567717","7005465,025069638","7065537,806496199","7131574,7010475425","7195749,076551168","7250655,347368421","7305090,535692116","7348213,813159528","7392973,022782356","7420619,55695589","7450998,330327868","7480604,697835344","7506147,707061746","7534371,282442749","7556987,853658536","7580698,040431267","7606861,04521852","7641477,79590766","7653261,671061763","7666842,714206128","7679755,535421328","7693154,193139448","7704751,638714947","7722205,261748959","7738889,911121673","7764050,557509506","7785401,989836772","11575,85455886929"
TOcGSwJBPMQ,1564780108,"201747,0","376046,5818815331","479658,0","537399,9645283018","1004402,557404326","2287805,8641655887","2968981,2846054332","3742336,5787102226","4532717,6736842105","5088906,72207304","5749354,262388302","6398461,150123728","6792116,235915493","7515390,049090285","7771415,63237774","7999225,308865048","8183309,965830808","8355201,742114001","8590089,0407767","8942334,499146271","9278590,58101473","9689295,814381272","10022089,3222872","10299435,099547511","10634836,872146118","10938214,232195534","11208620,30338213","11512658,167993298","11707724,834532375","11865114,622137405","12033911,183105981","12183847,26552087","12321830,662200958","12435377,726491135","12553919,071364371","12681006,254538918","12765935,257234726","12854353,387862796","13017143,495978553","13148811,982941328","13234804,222559433","13322074,632271118","13436192,546311703","13578050,715478987","13687435,465334544","13794907,946646342","13923254,315833103","14065593,683110854","14246505,907611854","14409339,124034997","14573944,513639182","14717224,905381728","14874467,214925373","14997792,829558324","15129317,660409078","15254750,00862641","15367652,6482903","15469713,041191615","15562591,294182826","15643379,82053089","15706500,030927835","15783977,116012085","15883648,608422939","15927452,413355278","15959857,295774648","16010794,773409773","16092267,743829787","16151916,545700911","16193800,993741618","16242434,715809893","16324732,689655172","16409348,432960281",
0DaMUhgcAqo,1565470188,"464888,0","464888,0","464888,0","1841641,3755767457","3003512,779389313","3869499,820005496","4691743,058289799","5264451,615598027","6090872,568413021","6691914,653479237","7364000,595071409","7718771,786597089","8207641,105960265","8774843,754966887","8997707,169362511","9139898,698540512","9412822,019140083","9646228,63840878","9870250,445017181","10102815,90634441","10356644,376221787","10575390,896419786","10956389,26004922","11259737,081273088","11507966,667117361","11917682,817234581","12189623,93272677","12439962,87912703","12641254,072289156","12824307,133838383","13053578,0","13211862,475728156","13334506,63404071","13430012,843513152","13541115,6406523","13645619,359699769","13711590,903981265","13780717,606898602","13878694,025682617","13941643,87385321","13975064,719008265","14005624,794204455","14042663,957507081","14095495,257233527","14157521,002331682","14202246,787960226","14262640,994152047","14337890,967505498","14425055,238660153","14497056,661290323","14573730,854231762","14649576,36435267","14718345,462821404","14764998,94437421","14814272,245789146","14855892,76327253","14897703,435747346","14940407,139136394","14985845,188149054","15020978,944444444","15048543,135401975","15079728,905033238","15110103,242741551","15127245,698396275","15145500,682948757","15164957,0","15186305,729680914","15211236,975918122","15239567,240480961","15269883,463189049","15286806,494736843","15309970,864229765",
UQtltNZ_pjs,1565902261,"473318,0","473318,0","480880,9388696655","998405,5908720456","2082959,8235294118","3105961,1302054413","3783820,444783574","4322630,602870814","4751571,219716168","5185717,8998986315","5567384,154435925","5953140,123767799","6202735,45918083","6597465,2566069905","6817966,057175859","6979797,326304963","7095421,291334533","7258856,691128149","7488300,153803288","7711189,910849453","7911794,161005247","8153810,234664578","8500745,551814148","8781577,25934315","9155872,698762776","9416067,47934352","9739415,222814498","9986275,24413646","10190823,625170626","10331284,710661137","10500588,51699092","10686828,943805542","10834184,650499286","10945013,93495935","11066389,040937407","11192874,290813342","11313437,939583927","11418613,369155772","11541311,707290052","11570700,225753872","11638623,743474822","11704666,023952097","11773283,578832345","11845206,853304286","11910643,572437165","11979047,460299833","12065903,634917479","12178089,6776898","12276083,622729389","12354922,508752493","12447156,72831574","12521322,835636364","12592206,482690794","12651559,393784422","12710912,304878049","12769397,180955041","12825202,859422825","12883337,271316135","12931733,902512563","12973649,81513083","13009964,087593257","13063267,614492754","13091522,622889306","13110492,609596062","13132737,760303466","13153104,380526174","13177092,169315226","13209939,217141489","13243044,220732583","13278144,707175925","13319629,429398147","13397546,169861399",
gL6iSCSHjco,1566075271,"491100,0","491100,0","491100,0","1868020,6415721008","3444587,836847947","4560455,207742639","5490396,337286665","6271047,223856647","7008154,778265642","7662118,562746202","8230082,30429989","8711076,222160202","9104435,628641438","9733322,206370814","9955823,192609182","10160686,731727347","10346351,331298558","10532620,198605299","10770882,966477426","11021140,874020005","11288543,021684738","11538794,691868018","11828164,929369068","12142020,049672814","12530652,503016591","12810191,869532429","13070142,038411962","13223319,704465494","13411378,244641924","13551531,751717957","13678175,400767019","13810142,35994884","13952086,814544126","14090600,36654901","14150357,629649742","14248630,579666575","14354445,298580518","14501254,109153206","14571985,05754694","14643487,417155199","14695250,975368269","14794557,423086211","14895144,655853314","14995893,5869038","15098293,857385399","15217173,31409168","15333657,497757848","15441374,02247191","15609685,72929293","15843469,365656566","16023888,753660237","16168937,045549616","16328052,366861437","16467604,76767406","16612923,859009583","16758242,950345105","16903562,041680627","17030377,09340536","17129794,798573","17214043,711852208","17296888,586197022","17363739,474866312","17442389,838667106","17478483,14956982","17518346,68303985","17561166,0439362","17610982,64510825","17659556,097512927","17708011,463440295","17767307,263330355","17846660,71527408","17926660,10139493",
lBYC4_Lccjw,1566506905,"456688,0","456688,0","465194,469292206","1118478,5357040437","2166104,3050013664","3420849,2009737627","4258168,108195835","5101801,508750754","5635359,319023343","6192845,687749136","6775166,845397432","7280724,452608577","7621349,028641571","7942517,93207856","8474145,21955086","8671100,88665786","8894329,89953842","9082789,85066522","9283300,59413538","9511222,326116744","9778995,395939086","10010608,635113696","10276111,966684295","10516511,23665357","10861079,574994223","11091283,086614173","11319829,329464521","11516375,89197904","11710730,910116889","11864028,812072894","11975854,994817534","12106123,532930253","12216454,598058252","12338300,510515774","12454501,912618928","12569850,213222155","12687206,542558746","12814825,132637076","12906640,832535885","12958240,828233479","13012527,997593261","13073624,89290012","13122627,177249473","13173793,748397024","13242722,081362346","13307766,546635183","13387750,725394897","13474779,741190765","13618524,735739874","13726047,651010377","13829271,208389716","13981933,61150117","14082977,815854872","14159380,89374359","14248028,110105582","14317413,19878724","14402667,634249471","14488929,579881657","14582380,467455622","14654709,701609395","14720389,572094135","14775273,337474614","14826203,48028579","14857960,821692687","14898377,917769039","14936644,31778621","14973029,157122904","15017775,577488218","15065395,94160584","15112420,349775786","15179052,785953177","15250460,951732937",
bTrV5v7GLcQ,1566680301,"489001,0","489001,0","501423,6690017513","2339566,0142105264","3743729,908947368","4725951,470869912","5513121,782122905","6297368,340257172","6955063,592482691","7536951,999721371","8185605,833030853","8565644,630834512","8966460,68275862","9379362,645263461","9697257,631286396","9923430,657134926","10182028,593042517","10420960,987941429","10678850,752308529","10924521,896551725","11184957,611518916","11438083,86778071","11738323,21268238","12064106,873333333","12442258,928033473","12755507,012694748","12986135,204826929","13145213,75261324","13264519,334599316","13368461,040784067","13446417,902145166","13534452,318574514","13631796,261509698","13715235,153496504","13805494,408817636","13894468,3639399","13948250,92004635","13997877,802161654","14043105,172473365","14067724,783120707","14096043,255423779","14135826,759958072","14174723,846473029","14216302,944055945","14253409,917121587","14288528,597828194","14327592,22997416","14371877,742424242","14417692,683359254","14463681,344","14518239,328303153","14576766,32477021","14642752,476821192","14712464,3866171","14777758,136186771","14839878,062761506","14892828,040118871","14954801,05425976","15025229,998591946","15070202,543471389","15109851,610860802","15154324,548461985","15198982,99413714","15219177,044177882","15238605,342328835","15260905,649819495","15290615,408163264","15329639,592474675","15366767,858514724","15403013,323805168","15435234,084296176","15473512,42441009",
3LLnjRLrvLU,1567111803,"459327,0","459327,0","491521,8202802968","2166244,654798331","3923123,079573421","5606658,10828548","6597906,532471106","7415598,153108737","8044269,815346398","8747291,164634146","9355041,948539639","9855964,396887159","10341282,780711826","11030664,925181014","11269104,622799665","11497925,460609388","11723010,302124092","11989685,386269888","12262587,798189564","12516400,90874212","12903194,881578946","13204243,944980977","13568459,425966851","13925093,154194407","14277185,962994114","14701800,028782895","15177843,572019868","15508086,129464285","15819644,791569086","16092252,320338983","16413042,758470312","16645220,804693611","16921036,173308372","17171901,413774833","17452462,099210825","17725808,67989276","17909200,922665082","18163141,8960931","18329531,56226127","18474128,2395192","18586889,70190779","18728735,868406285","18896194,4837587","19121577,278518923","19338594,517179023","19539864,654143646","19760384,412252072","20068542,059474412","20436360,657603223","20875784,2791245","21281472,826044705","21622710,221501622","21910480,826086957","22152957,50618982","22323886,47591983","22498943,109831028","22657672,97219951","22826345,354651164","23034216,64341847","23224787,416551344","23395233,02292818","23539042,536949903","23748062,57416268","23852111,86361048","23939980,416666668","24029585,356321838","24138167,09934498","24253586,336520664","24412281,986936476","24559841,295384616","24711507,40979021","24874776,925972395",
0NGWT9COcEI,1567284522,"495834,0","495834,0","495834,0","1707413,5254237289","3134623,3469976904","3975066,4811886586","4588924,510684338","5050299,895486936","5514177,40866873","5888775,241486068","6325047,743618202","6730501,097472924","7058172,970930233","7313558,341987716","7719116,5881872615","7891786,267011432","8069575,391186807","8205999,722087051","8381592,835904628","8566156,123595506","8751491,951928155","8961622,221341785","9158394,477755738","9424365,527875986","9741615,54484305","10061978,571557155","10322043,179292267","10547795,786238533","10738255,938093945","10888888,542918455","11028069,312807882","11160412,68847822","11292419,120895522","11439301,076594789","11561376,81783468","11697576,199071687","11788633,205874708","11889356,470756434","11932456,131868131","11973538,157635467","12008507,254184397","12047971,549903767","12086761,81870543","12121829,189482471","12182801,30473291","12230150,035381151","12298077,952561669","12387174,911246857","12468615,662017167","12553749,481759656","12624505,398252185","12686793,038701624","12735494,99716513","12789614,570784265","12841403,28839096","12888531,50936836","12935448,80014695","12986829,789150663","13026482,531181945","13060435,880357552","13083996,366261747","13110286,899539724","13138287,940164099","13153942,881909547","13167448,930146206","13167761,392434439","13181281,21816828","13194627,755770663","13197994,066846361","13201344,275847634","13230496,548098434","13296875,071588367",
npDey6_9YRs,1567803009,"452481,0","452481,0","452481,0","1081869,2853177907","2110397,99472808","2953991,6684239735","3524920,51416185","3979992,3243922885","4425705,792138178","4841424,361955086","5250270,480720518","5532326,834355828","5812237,877300614","6076535,009771987","6369850,970684039","6525752,546123521","6687587,920630749","6811341,348181339","6969590,478386926","7153113,9126784215","7329893,213800598","7540220,842162455","7737135,608888889","7909177,686112692","8063135,941843972","8198385,232640113","8302541,154385172","8340280,767713253","8409477,989163656","8479512,320449438","8579524,5625","8680402,401736893","8721599,863525588","8773687,966101695","8837369,971927635","8889442,916282643","8938880,129705554","9015138,913580246","9095559,27439693","9095685,10162374","9110237,188550984","9142424,337381031","9149721,083073324","9188145,888065523","9247932,692913385","9311385,698841698","9355572,57142857","9410589,122905027","9469208,41686982","9521000,607601438","9575868,791939443","9628495,951765116","9676197,092685815","9720363,526346603","9777454,158665106","9821163,39031339","9855432,419180693","9894223,019371228","9928930,965493284","9953928,028805621","9970509,106088992","10002289,76590471","10015790,100052658","10025305,995166164","10030958,981333334","10018156,70431472","10036262,71506619","10056165,972052952","10072317,709199658","10089051,461270062","10106290,646854764","10125018,870298939",
NS3hse9ezik,1568406127,"434450,0","464109,0","464109,0","881430,9209630986","1564557,3529218647","2377112,6717763753","3020845,0","3569730,2357833656","3835685,284139265","4158677,3375609755","4467567,033227848","4752455,800754717","4989563,520803849","5217968,515151516","5581036,747620726","5727726,9132886855","5875430,52248394","6023732,021413276","6161394,961952027","6305439,295988935","6458883,889985896","6601892,649595687","6723715,635784597","6892706,821303434","7139501,074982481","7359821,382183034","7528038,5604426","7674167,218156029","7800377,128191051","7897768,460984394","7996297,079789775","8088149,386915888","8152666,770093458","8225461,88618407","8295137,580490724","8371198,772427775","8426775,28440367","8483284,892122073","8556944,772539776","8610486,739762219","8636752,7121349","8662384,276743453","8700476,349648459","8742688,618020305","8793702,586820085","8839425,584745763","8895786,443037976","8968234,53492334","9056189,11247803","9121203,152595073","9170968,426710097","9252612,286447868","9323472,794044148","9386339,349645982","9428344,709217392","9483208,395888245","9536468,481175391","9589018,789154705","9647900,43845738","9691373,568751127","9724512,524890829","9753492,230404666","9773649,821502699","9787838,610982211","9804325,479380546","9820758,192100227","9843019,90036452","9869659,025516404","9894744,864186851","9918369,475131981","9945166,539328026","9972673,084288212",
d1010B3sKNQ,1569102632,"451973,0","451973,0","451973,0","1067941,0521225147","1778010,5846319182","2378985,9204683085","2818334,628475646","3354269,723404255","3886168,7054605624","4445677,936065574","4985639,575409836","5355240,302261445","5732708,450704225","6306700,3080099095","6561296,509496284","6774392,420896328","7013769,887110362","7264755,79935507","7607214,989609459","7908557,136566559","8231165,496956169","8572010,73206278","8976768,839842653","9404819,36952954","9861300,532163743","10229646,943646997","10571559,555369128","10883158,85737931","11132228,164098293","11360926,460549645","11619197,039990002","11799008,450856056","12036418,256723717","12201172,638125282","12344353,421467258","12482753,487646295","12612538,737506967","12692831,608738828","12750329,548128342","12802818,9330637","12861702,371681416","12942539,196016772","13021209,007337525","13092160,292709466","13163933,81899701","13262477,113394404","13371227,510270914","13500303,265522463","13614979,07377599","13744762,358463036","13886193,681170886","14039534,734014524","14162245,896536212","14284957,0590579","14407668,22157959","14529686,422913117","14618619,860421369","14684658,309955588","14742178,03046683","14779652,978643216","14804475,877018634","14879110,005586592","14897560,708018154","14916289,068301225","14949369,4259887","14986209,832768362","15012609,98015873","15045464,166552119","15074064,800937414","15106037,789149199","15139986,987669544","15174671,028014006",
al6130OD1Ck,1569703998,"487012,0","491438,0","491438,0","794179,1062459755","1206164,0176738882","1995266,5836687752","2406125,13624545","2754692,088546389","3029126,015183246","3313737,888527258","3567831,3538247566","3790049,569876688","3965193,5619178084","4184273,5035935566","4408931,347459727","4538593,533630549","4626832,193996527","4718368,289258248","4838075,446596859","4965044,766375545","5097256,841543026","5244675,85292729","5381199,648961284","5532659,014218009","5716495,891298528","5847859,40497076","5974508,239043824","6081000,763987504","6159353,083828589","6226640,139240506","6285218,988645747","6355258,785389426","6423674,06928839","6481760,661851257","6542806,607079646","6629963,104294479","6698444,157894737","6773224,053733426","6832246,777726325","6867180,672900262","6893586,938039215","6936217,682030036","6975354,3383018365","7018974,008628128","7062830,402307138","7105627,22999279","7162916,296983759","7225674,9048723895","7283614,5337078655","7329009,978623128","7373657,393516773","7422555,796296297","7482115,492849741","7547423,839872409","7604916,335697399","7658874,579245283","7703271,009918667","7750604,794947994","7784447,500599665","7817654,657666837","7851779,293227091","7892767,6512605045","7935176,731343283","7951109,532926298","7966137,531181858","7983258,393619362","8003013,881894873","8036176,055954089","8063153,384256379","8094196,993853554","8125662,627697841","8159279,013907582",
QxGVgXf_LNk,1570308409,"491457,0","491457,0","491457,0","924488,5429272281","2336740,873262469","3435077,4252054794","4191632,419087137","4819689,803180318","5355688,605903677","6027093,846975089","6381245,209638555","6922801,889539749","7274514,338339473","7971197,023617154","8245765,368633792","8417984,66577967","8601659,976238772","8829434,802453028","9045579,456960974","9300199,596174864","9603636,378990134","9926244,768042685","10271410,844058745","10630137,729834255","11062471,45477707","11411953,703703703","11795215,295569265","12154201,632653061","12476333,480985766","12748257,925227113","12995440,195099818","13239202,044585988","13438643,841889117","13676236,392554991","13885244,081835775","14052111,860766182","14181744,230562402","14363839,861304056","14437215,308323208","14494718,96957672","14540409,445767196","14601988,317951085","14676182,872634979","14745956,638600139","14844819,255212858","14948397,448088618","15027341,555247854","15140706,702479338","15301486,867768595","15458010,16515837","15606356,72386707","15789547,783427496","16036358,642691415","16238868,155452436","16411591,810923573","16576083,06827233","16725464,40137931","16854078,466988727","16923597,712306246","17007861,216298733","17088097,721452754","17146090,867151354","17222347,575677462","17235966,771516394","17261118,820696723","17294690,809378576","17330005,944719788","17371797,905237664","17408735,7396561","17457536,605489776","17498589,07419355","17559837,186344538",
anFxsa5jXrE,1570913701,"485036,0","485036,0","491324,16924374475","757752,8260869565","2286799,926713948","2901564,3778443113","3498975,5727320127","3956870,2585446527","4327016,12063228","4787211,801365965","5126367,517165614","5681454,768316831","5900079,537054557","6343086,231143552","6565611,990990991","6772452,690514044","6898702,2927303","7017794,294133848","7191907,396891192","7361842,319170984","7519039,244846089","7724349,037016106","7968011,426966292","8215030,892904597","8438820,77082562","8635196,012005191","8892155,760038242","9156575,247878183","9384158,271929825","9520813,228893815","9634110,007053716","9768484,52309985","9908006,71875","10039119,89329806","10155037,906729901","10238944,407548126","10320224,511330621","10409496,721687147","10446666,985687023","10469920,489042995","10490930,216246815","10530062,676974978","10567364,9218152","10607299,003278688","10654746,975829937","10726444,41780822","10823084,273535129","10963418,209486166","11081936,496807152","11203125,342285885","11329914,541719183","11440243,751091704","11548180,314644352","11664807,557166392","11772826,375045251","11887362,153976107","12001897,932906963","12081888,086242687","12145345,635376532","12191076,320658805","12233086,639705881","12268194,535228677","12313157,557245797","12328861,078553615","12346174,94823101","12369299,997663552","12394550,150799695","12421074,757281553","12445531,048503611","12466818,145165863","12499596,845867887","12533655,477386935",
